title,console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date,release_year
Stubbs the Zombie in Rebel Without a Pulse,NS,Action-Adventure,Aspyr,Aspyr Media,,,,,,,2021-03-16,2021.0
Super Kirby Clash,NS,Action-Adventure,Nintendo,HAL Laboratory,,,,,,,2019-09-04,2019.0
Terraria,NS,Action-Adventure,505 Games,Re-Logic,,,,,,,2019-06-27,2019.0
The Aquatic Adventure of the Last Human,XOne,Action-Adventure,Digerati,YCJY,,,,,,,2018-01-19,2018.0
The Aquatic Adventure of the Last Human,PS4,Action-Adventure,Digerati,YCJY,,,,,,,2018-01-23,2018.0
The Aquatic Adventure of the Last Human,NS,Action-Adventure,Digerati,YCJY,,,,,,,2019-01-03,2019.0
The Aquatic Adventure of the Last Human,PC,Action-Adventure,YCJY,YCJY,,,,,,,2016-01-19,2016.0
The Church in the Darkness,PC,Action-Adventure,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2019.0
The Church in the Darkness,XOne,Action-Adventure,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2019.0
The Church in the Darkness,NS,Action-Adventure,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2019.0
The Church in the Darkness,PS4,Action-Adventure,Paranoid Productions,Paranoid Productions,,,,,,,2019-08-02,2019.0
The Fall Part 2: Unbound,NS,Action-Adventure,Over The Moon,Over the Moon,,,,,,,2018-02-13,2018.0
The Flame in the Flood,PC,Action-Adventure,Curve Digital,The Molasses Flood,,,,,,,2016-02-24,2016.0
The friends of Ringo Ishikawa,NS,Action-Adventure,CIRCLE Entertainment,yeo,,,,,,,2019-04-04,2019.0
The friends of Ringo Ishikawa,PC,Action-Adventure,yeo,yeo,,,,,,,2018-05-17,2018.0
The Gunk,PC,Action-Adventure,Thunderful Publishing AB,Image & Form Games,,,,,,,2021-12-01,2021.0
The Gunk,XOne,Action-Adventure,Thunderful Publishing AB,Image & Form Games,,,,,,,2021-12-01,2021.0
The Gunk,XS,Action-Adventure,Thunderful Publishing AB,Image & Form Games,,,,,,,2021-12-01,2021.0
The Last of Us Part II Remastered,PS5,Action-Adventure,Sony Interactive Entertainment,Naughty Dog,,,,,,,2024-01-19,2024.0
The Last of Us: Left Behind,PS3,Action-Adventure,Sony Computer Entertainment,Naughty Dog,,,,,,,2015-05-12,2015.0
The Last of Us: Left Behind,PS4,Action-Adventure,Sony Computer Entertainment,Naughty Dog,,,,,,,2015-05-12,2015.0
The Lord of the Rings: Gollum,PS5,Action-Adventure,Daedalic Entertainment,Daedalic Entertainment,,,,,,,2021-12-01,2021.0
The Lord of the Rings: Gollum,XS,Action-Adventure,Daedalic Entertainment,Daedalic Entertainment,,,,,,,2021-12-01,2021.0
The Lord of the Rings: Gollum,PC,Action-Adventure,Daedalic Entertainment,Daedalic Entertainment,,,,,,,2021-12-01,2021.0
The Persistence,NS,Action-Adventure,Perp Games,Firesprite,,,,,,,2020-05-21,2020.0
The Persistence,PC,Action-Adventure,Perp Games,Firesprite,,,,,,,2020-05-21,2020.0
The Persistence,XOne,Action-Adventure,Perp Games,Firesprite,,,,,,,2020-05-21,2020.0
The Sinking City,PC,Action-Adventure,Bigben Interactive,Frogwares,,,,,,,2019-06-27,2019.0
The Sinking City,PS4,Action-Adventure,Bigben Interactive,Frogwares,,,,,,,2019-06-27,2019.0
The Sinking City,XOne,Action-Adventure,Bigben Interactive,Frogwares,,,,,,,2019-06-27,2019.0
The Surge 2,PS4,Action-Adventure,Focus Home Interactive,DECK13 Interactive,,,,,,,2019-09-24,2019.0
The Surge 2,XOne,Action-Adventure,Focus Home Interactive,DECK13 Interactive,,,,,,,2019-09-24,2019.0
The Surge 2,PC,Action-Adventure,Focus Home Interactive,DECK13 Interactive,,,,,,,2019-09-24,2019.0
The Survivalists,PC,Action-Adventure,Team17,Team17,,,,,,,2020-12-01,2020.0
The Survivalists,PS4,Action-Adventure,Team17,Team17,,,,,,,2020-12-01,2020.0
The Survivalists,XOne,Action-Adventure,Team17,Team17,,,,,,,2020-12-01,2020.0
The Survivalists,NS,Action-Adventure,Team17,Team17,,,,,,,2020-12-01,2020.0
The Walking Dead: Saints and Sinners,PC,Action-Adventure,Skydance Interactive,Skydance Interactive,8.5,,,,,,2020-01-23,2020.0
The Wonderful 101: Remastered,NS,Action-Adventure,PlatinumGames,PlatinumGames,,,,,,,2020-05-19,2020.0
The Wonderful 101: Remastered,PC,Action-Adventure,PlatinumGames,PlatinumGames,,,,,,,2020-05-19,2020.0
The Wonderful 101: Remastered,PS4,Action-Adventure,PlatinumGames,PlatinumGames,,,,,,,2020-05-19,2020.0
The World Next Door,NS,Action-Adventure,VIZ Media,Rose City Games,,,,,,,2019-03-28,2019.0
Those Who Remain,PS4,Action-Adventure,Wired Productions,Camel 101,,,,,,,2019-12-01,2019.0
Those Who Remain,XOne,Action-Adventure,Wired Productions,Camel 101,,,,,,,2019-12-01,2019.0
Those Who Remain,NS,Action-Adventure,Wired Productions,Camel 101,,,,,,,2019-12-01,2019.0
Those Who Remain,PC,Action-Adventure,Wired Productions,Camel 101,,,,,,,2019-12-01,2019.0
Tomb Raider I-III Remastered,PS4,Action-Adventure,Aspyr,Aspyr,,,,,,,2024-02-14,2024.0
Tomb Raider I-III Remastered,PS5,Action-Adventure,Aspyr,Aspyr,,,,,,,2024-02-14,2024.0
Tomb Raider I-III Remastered,XOne,Action-Adventure,Aspyr,Aspyr,,,,,,,2024-02-14,2024.0
Tomb Raider I-III Remastered,XS,Action-Adventure,Aspyr,Aspyr,,,,,,,2024-02-14,2024.0
Tomb Raider I-III Remastered,NS,Action-Adventure,Aspyr,Aspyr,,,,,,,2024-02-14,2024.0
Tomb Raider I-III Remastered,PC,Action-Adventure,Aspyr,Aspyr,,,,,,,2024-02-14,2024.0
Touhou Luna Nights,NS,Action-Adventure,Vaka Game Magazine,Vaka Game Magazine,,,,,,,2019-12-01,2019.0
Transistor,NS,Action-Adventure,Supergiant Games,Supergiant Games,,,,,,,2018-11-01,2018.0
Travis Strikes Again: No More Heroes,PS4,Action-Adventure,Marvelous,Grasshopper Manufacture,,,,,,,2019-10-17,2019.0
Travis Strikes Again: No More Heroes,PC,Action-Adventure,Marvelous,Grasshopper Manufacture,,,,,,,2019-10-17,2019.0
Tribes of Midgard,PC,Action-Adventure,Gearbox Publishing,Norsfell,,,,,,,2021-12-01,2021.0
Tribes of Midgard,PS5,Action-Adventure,Gearbox Publishing,Norsfell,,,,,,,2021-12-01,2021.0
Trine 3: The Artifacts of Power,PS4,Action-Adventure,Frozenbyte,Frozenbyte,,,,,,,2015-12-22,2015.0
Trine 4: The Nightmare Prince,XOne,Action-Adventure,Modus Games,Frozenbyte,,,,,,,2019-10-08,2019.0
Trine 4: The Nightmare Prince,PS4,Action-Adventure,Modus Games,Frozenbyte,,,,,,,2019-10-08,2019.0
Trine 4: The Nightmare Prince,NS,Action-Adventure,Modus Games,Frozenbyte,,,,,,,2019-10-08,2019.0
Trine 4: The Nightmare Prince,PC,Action-Adventure,Modus Games,Frozenbyte,,,,,,,2019-10-08,2019.0
TumbleSeed,NS,Action-Adventure,aeiowu,Team TumbleSeed,7.0,,,,,,2017-05-02,2017.0
Tunic,PS4,Action-Adventure,Finji,Andrew Shouldice,,,,,,,2022-09-27,2022.0
Tunic,XS,Action-Adventure,Finji,Andrew Shouldice,,,,,,,2022-03-16,2022.0
Tunic,PS5,Action-Adventure,Finji,Andrew Shouldice,,,,,,,2022-09-27,2022.0
Tunic,PC,Action-Adventure,Finji,Andrew Shouldice,,,,,,,2022-03-16,2022.0
Tunic,XOne,Action-Adventure,Finji,Andrew Shouldice,,,,,,,2022-03-16,2022.0
Tunic,NS,Action-Adventure,Finji,Andrew Shouldice,,,,,,,2022-09-27,2022.0
Unturned,PC,Action-Adventure,Smartly Dressed Games,Smartly Dressed Games,,,,,,,2017-07-07,2017.0
Utawarerumono: ZAN,PS4,Action-Adventure,NIS America,Aqua Plus,,,,,,,2019-09-10,2019.0
Vader Immortal,OR,Action-Adventure,"Disney Electronic Content, Inc.",ILMxLAB,,,,,,,2019-06-20,2019.0
Vampire: The Masquerade - Bloodlines 2,XS,Action-Adventure,Paradox Interactive,Paradox Interactive,,,,,,,2021-12-01,2021.0
Vampire: The Masquerade - Bloodlines 2,PS5,Action-Adventure,Paradox Interactive,Paradox Interactive,,,,,,,2021-12-01,2021.0
Vampire: The Masquerade - Bloodlines 2,PS4,Action-Adventure,Paradox Interactive,Hardsuit Labs,,,,,,,2021-12-31,2021.0
Vampire: The Masquerade - Bloodlines 2,XOne,Action-Adventure,Paradox Interactive,Hardsuit Labs,,,,,,,2021-12-31,2021.0
Watch Dogs Legion,XS,Action-Adventure,Ubisoft,Ubisoft Toronto,,,,,,,2020-11-10,2020.0
Watch Dogs Legion,PS4,Action-Adventure,Ubisoft,Ubisoft,,,,,,,2020-10-29,2020.0
Watch Dogs Legion,PS5,Action-Adventure,Ubisoft,Ubisoft Toronto,,,,,,,2020-11-12,2020.0
Watch Dogs Legion,XOne,Action-Adventure,Ubisoft,Ubisoft,,,,,,,2020-10-29,2020.0
Watch Dogs Legion,PC,Action-Adventure,Ubisoft,Ubisoft,,,,,,,2020-10-29,2020.0
Wildfire,PC,Action-Adventure,Humble Bundle,Sneaky Bastards,,,,,,,2020-05-26,2020.0
Windbound,XOne,Action-Adventure,Deep Silver,5 Lives Studios,,,,,,,2020-08-28,2020.0
Windbound,NS,Action-Adventure,Deep Silver,5 Lives Studios,,,,,,,2020-08-28,2020.0
Windbound,PC,Action-Adventure,Deep Silver,5 Lives Studios,,,,,,,2020-08-28,2020.0
Windbound,PS4,Action-Adventure,Deep Silver,5 Lives Studios,,,,,,,2020-08-28,2020.0
World to the West,NS,Action-Adventure,Rain Games,Rain Games,,,,,,,2018-01-18,2018.0
Yakuza 1&2 HD for Wii U,WiiU,Action-Adventure,Sega,Sega,,,,,,,2013-08-08,2013.0
Yakuza 5,PS4,Action-Adventure,Sega,Sega,,,,,,,2020-02-11,2020.0
Yakuza Kiwami,XOne,Action-Adventure,Sega,Sega,,,,,,,2020-04-21,2020.0
Yakuza Kiwami,PC,Action-Adventure,Sega,Sega,,,,,,,2019-02-19,2019.0
Yakuza Kiwami 2,XOne,Action-Adventure,Sega,Sega,,,,,,,2020-07-30,2020.0
Yakuza: Like A Dragon,PS5,Action-Adventure,Sega,Sega,,,,,,,2020-12-01,2020.0
Yakuza: Like A Dragon,PC,Action-Adventure,Sega,Sega,,,,,,,2020-11-13,2020.0
Yakuza: Like A Dragon,XOne,Action-Adventure,Sega,Sega,,,,,,,2020-11-13,2020.0
Yakuza: Like A Dragon,XS,Action-Adventure,Sega,Sega,,,,,,,2020-11-10,2020.0
Momotaro Dentetsu World: Chikyuu wa Kibou de Mawatteru!,NS,Board Game,Konami,Nintendo,,,,,,,2023-11-16,2023.0
Carcassonne,NS,Board Game,Asmodee Digital,Asmodee Digital,,,,,,,2018-12-06,2018.0
Catan Universe,NS,Board Game,Asmodee Digital,Asmodee Digital,,,,,,,2019-12-31,2019.0
Chess Ultra,NS,Board Game,Ripstone,Ripstone,,,,,,,2017-11-02,2017.0
Fable Fortune,PC,Board Game,Mediatonic,Mediatonic,,,,,,,2018-02-22,2018.0
Fable Fortune,XOne,Board Game,Mediatonic,Mediatonic,,,,,,,2018-02-22,2018.0
Gods Unchained,PC,Board Game,Undefined,Undefined,,,,,,,2019-03-31,2019.0
Munchkin: Quacked Quest,NS,Board Game,Asmodee Digital,Asmodee Digital,,,,,,,2019-11-19,2019.0
Othello,NS,Board Game,Arc System Works,Arc System Works,,,,,,,2017-03-23,2017.0
Pandemic,NS,Board Game,Asmodee Digital,Asmodee Digital,,,,,,,2019-08-01,2019.0
Physical Contact: SPEED,NS,Board Game,Collavier Corporation,Collavier Corporation,,,,,,,2017-07-27,2017.0
Poisoft Thud Card,NS,Board Game,Poisoft,Poisoft,,,,,,,2018-03-01,2018.0
The Lord of the Rings: Adventure Card Game,NS,Board Game,Asmodee Digital,Fantasy Flight Interactive,,,,,,,2019-11-05,2019.0
UNO,NS,Board Game,Ubisoft,Ubisoft,,,,,,,2017-11-07,2017.0
Warhammer Age of Sigmar: Champions,NS,Board Game,Games Workshop,Games Workshop,,,,,,,2019-04-15,2019.0
Influent,PC,Education,Three Flip Studios,Rob Howland,,,,,,,2014-03-20,2014.0
Art Plunge,OR,Education,Space Plunge,Space Plunge,,,,,,,2019-08-29,2019.0
Lost,OR,Education,Oculus Story Studio,Oculus,,,,,,,2016-03-28,2016.0
Minna no Doubutsu Shogi,NS,Education,Silver Star Japan,Silver Star Japan,,,,,,,2019-05-23,2019.0
PixelMaker Studio,WiiU,Education,Unknown,TBD,,,,,,,2019-03-21,2019.0
Project Lux,OR,Education,Spicy Tails,Spicy Tails,,,,,,,2017-06-28,2017.0
SCOOP! Around the World in 80 Spaces,WiiU,Education,BNC Design Studios,BNC Design Studios,,,,,,,2019-06-13,2019.0
Titanic VR,OR,Education,Immersive VR Education Ltd.,Immersive VR Education Ltd.,,,,,,,2017-08-17,2017.0
Super Smash Bros. Ultimate,NS,Fighting,Nintendo,Bandai Namco Games,9.4,,,,,,2018-12-07,2018.0
Dragon Ball Xenoverse,Series,Fighting,Bandai Namco Games,Dimps Corporation,,,,,,,2015-02-24,2015.0
Mortal Kombat 11,All,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,2019-04-23,2019.0
Naruto Shippuden: Ultimate Ninja Storm 4,All,Fighting,Bandai Namco Entertainment,CyberConnect2,,,,,,,2016-02-09,2016.0
Mortal Kombat X,All,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,2015-04-07,2015.0
Dragon Ball FighterZ,All,Fighting,Bandai Namco Entertainment,Arc System Works,,,,,,,2018-01-26,2018.0
Tekken 7,All,Fighting,Bandai Namco Entertainment,Bandai Namco Studios,,,,,,,2015-03-18,2015.0
Super Smash Bros. for 3DS,3DS,Fighting,Nintendo,Bandai Namco Games,8.4,,,,,,2014-10-03,2014.0
Street Fighter V,All,Fighting,Capcom,Capcom,,,,,,,2016-02-16,2016.0
Tekken 7,PS4,Fighting,Namco Bandai Games,Namco Bandai Games,,,,,,,2017-06-02,2017.0
Super Smash Bros. for Wii U,WiiU,Fighting,Nintendo,Bandai Namco Games,9.2,,,,,,2014-11-21,2014.0
Jump Force,All,Fighting,Bandai Namco Entertainment,Spike Chunsoft,,,,,,,2019-02-15,2019.0
Dragon Ball FighterZ,PS4,Fighting,Namco Bandai Games,Arc System Works,,,,,,,2018-01-26,2018.0
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2016-02-09,2016.0
Jump Force,PS4,Fighting,Bandai Namco Entertainment,Spike Chunsoft,,,,,,,2019-02-15,2019.0
Naruto Shippuden: Ultimate Ninja Storm Trilogy,All,Fighting,Bandai Namco Entertainment,CyberConnect2,,,,,,,2018-04-26,2018.0
Demon Slayer: Kimetsu no Yaiba – The Hinokami Chronicles,All,Fighting,Sega,CyberConnect2,,,,,,,2021-10-15,2021.0
Mortal Kombat (2011),All,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,2011-04-19,2011.0
Mortal Kombat 1,All,Fighting,Warner Bros.,NetherRealm Studios,,,,,,,2023-09-19,2023.0
Street Fighter 6,All,Fighting,Capcom,Capcom,9.1,,,,,,2023-06-02,2023.0
Street Fighter 30th Anniversary Collection,All,Fighting,Capcom,Capcom,,,,,,,2018-05-29,2018.0
Ultimate Marvel vs. Capcom 3,All,Fighting,Capcom,Capcom,,,,,,,2011-11-15,2011.0
ARMS,NS,Fighting,Nintendo,Nintendo EPD,7.9,,,,,,2017-06-16,2017.0
Dragon Ball: Xenoverse,PS4,Fighting,Namco Bandai Games,Dimps Corporation,,,,,,,2015-02-24,2015.0
Dragon Ball FighterZ,NS,Fighting,Bandai Namco Entertainment,Arc System Works,9.0,,,,,,2018-09-28,2018.0
Marvel vs. Capcom 3: Fate of Two Worlds,All,Fighting,Capcom,Capcom,,,,,,,2011-02-15,2011.0
Marvel vs. Capcom: Infinite,All,Fighting,Capcom,Capcom,,,,,,,2017-09-19,2017.0
Naruto Shippuden: Ultimate Ninja Storm Trilogy,PS4,Fighting,Bandai Namco Entertainment,CyberConnect2,,,,,,,2018-04-26,2018.0
Naruto Shippuden: Ultimate Ninja Storm 3,All,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2013-03-05,2013.0
SoulCalibur VI,All,Fighting,Bandai Namco Entertainment,Bandai Namco Studios,,,,,,,2018-10-19,2018.0
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,PS4,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2017-02-03,2017.0
Street Fighter X Tekken,All,Fighting,Capcom,Capcom,,,,,,,2012-03-06,2012.0
Dragon Ball FighterZ,XOne,Fighting,Namco Bandai Games,Arc System Works,,,,,,,2018-01-26,2018.0
Dead or Alive 5,All,Fighting,Tecmo Koei,Team Ninja,,,,,,,2012-09-25,2012.0
Injustice 2,All,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,2017-05-16,2017.0
Naruto Shippuden: Ultimate Ninja Storm 4,XOne,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2016-02-09,2016.0
Tekken Tag Tournament 2,All,Fighting,Bandai Namco Games,Bandai Namco Games,,,,,,,2011-09-14,2011.0
Tekken Tag Tournament 2,PS3,Fighting,Namco Bandai Games,Bandai Namco Games,,,,,,,2012-09-11,2012.0
SoulCalibur VI,PS4,Fighting,Bandai Namco Games,Project Soul,,,,,,,2018-10-19,2018.0
SoulCalibur V,All,Fighting,Namco Bandai Games,Project Soul,,,,,,,2012-01-31,2012.0
Super Street Fighter IV: 3D Edition,3DS,Fighting,Capcom,Capcom,8.5,,,,,,2011-03-27,2011.0
Jump Force,XOne,Fighting,Bandai Namco Entertainment,Spike Chunsoft,,,,,,,2018-02-15,2018.0
Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,Fighting,Bandai Namco Entertainment,CyberConnect2,7.5,,,,,,2018-04-26,2018.0
Naruto Shippuden: Ultimate Ninja Storm 3,PS3,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2013-03-05,2013.0
Naruto Shippuden: Ultimate Ninja Storm Generations,All,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2012-03-13,2012.0
Super Street Fighter IV: Arcade Edition,All,Fighting,Capcom,Dimps Corporation,,,,,,,2010-12-16,2010.0
Mortal Kombat Komplete Edition,PC,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,2013-08-06,2013.0
Pokken Tournament DX,NS,Fighting,Nintendo,Namco Bandai Games,8.0,,,,,,2017-09-22,2017.0
Super Street Fighter IV,PS3,Fighting,Capcom,Capcom / Dimps Corporation,9.3,,,,,,2010-04-27,2010.0
Tekken 7,XOne,Fighting,Namco Bandai Games,Namco Bandai Games,,,,,,,2017-06-02,2017.0
Dragon Ball: Xenoverse,XOne,Fighting,Namco Bandai Games,Dimps Corporation,,,,,,,2015-02-24,2015.0
Naruto Shippuden: Ultimate Ninja Storm 2,All,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2010-10-19,2010.0
Dragon Ball: Xenoverse,PS3,Fighting,Namco Bandai Games,Dimps Corporation,,,,,,,2015-02-24,2015.0
SoulCalibur V,PS3,Fighting,Namco Bandai,Project Soul,,,,,,,2012-01-31,2012.0
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,Fighting,Namco Bandai,CyberConnect2,7.3,,,,,,2010-10-19,2010.0
Granblue Fantasy: Versus,All,Fighting,Xseed Games,Arc System Works,,,,,,,2020-03-03,2020.0
Guilty Gear -Strive-,All,Fighting,Arc System Works,Arc System Works,,,,,,,2021-06-11,2021.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,All,Fighting,Bandai Namco Games,CyberConnect2,,,,,,,2014-09-16,2014.0
PlayStation All-Stars Battle Royale,All,Fighting,Sony Computer Entertainment,SuperBot Entertainment,,,,,,,2012-11-20,2012.0
Pokken Tournament,WiiU,Fighting,Nintendo,Namco Bandai Games,7.6,,,,,,2016-03-18,2016.0
Dragon Ball: Xenoverse,PC,Fighting,Namco Bandai Games,Dimps Corporation,,,,,,,2015-02-27,2015.0
Dragon Ball FighterZ,PC,Fighting,Namco Bandai Games,Arc System Works,,,,,,,2018-01-26,2018.0
Super Street Fighter IV,X360,Fighting,Capcom,Capcom / Dimps Corporation,9.2,,,,,,2010-04-27,2010.0
Super Street Fighter IV: Arcade Edition,PS3,Fighting,Capcom,Capcom / Dimps Corporation,8.1,,,,,,2011-06-28,2011.0
Dragon Ball Z: Ultimate Tenkaichi,All,Fighting,Bandai,Spike,,,,,,,2011-10-25,2011.0
One Finger Death Punch,PC,Fighting,Silver Dollar Games,Silver Dollar Games,,,,,,,2014-03-03,2014.0
Dragon Ball Z: Battle of Z,All,Fighting,Bandai,ArtDink,,,,,,,2014-01-28,2014.0
Dragon Ball: Raging Blast 2,All,Fighting,Bandai,Spike,,,,,,,2010-11-02,2010.0
JoJo's Bizarre Adventure: All Star Battle,PS3,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2014-04-29,2014.0
My Hero One's Justice,All,Fighting,Bandai Namco Entertainment,Byking,,,,,,,2018-10-26,2018.0
Persona Arena,Series,Fighting,Atlus,Arc System Works,,,,,,,2012-03-01,2012.0
BlazBlue: Cross Tag Battle,All,Fighting,Arc System Works,Arc System Works,,,,,,,2018-06-05,2018.0
Melty Blood: Type Lumina,All,Fighting,Delightworks,French-Bread,,,,,,,2021-09-30,2021.0
Super Street Fighter IV: Arcade Edition,X360,Fighting,Capcom,Capcom / Dimps Corporation,8.6,,,,,,2011-06-28,2011.0
Naruto Shippuden: Ultimate Ninja Storm Revolution,PC,Fighting,Namco Bandai Games,CyberConnect2,,,,,,,2014-10-01,2014.0
Dead or Alive 6,All,Fighting,Koei Tecmo,Team Ninja,,,,,,,2019-03-01,2019.0
One Piece: Gigant Battle 2 Shin Sekai,DS,Fighting,Namco Bandai,Ganbarion,,,,,,,2011-11-17,2011.0
Dead or Alive 5 Last Round,All,Fighting,Koei Tecmo,Team Ninja,,,,,,,2015-02-17,2015.0
Dead or Alive: Dimensions,3DS,Fighting,Tecmo Koei,Team Ninja,7.8,,,,,,2011-05-24,2011.0
SNK Heroines: Tag Team Frenzy,All,Fighting,NIS America,SNK,,,,,,,2018-09-07,2018.0
Rivals of Aether,PC,Fighting,Unknown,Unknown,,,,,,,2016-01-01,2016.0
Persona 4 Arena Ultimax,All,Fighting,Atlus,Arc System Works,,,,,,,2013-11-28,2013.0
Persona 4 Arena,All,Fighting,Atlus,Arc System Works,,,,,,,2012-03-01,2012.0
BlazBlue: Chrono Phantasma Extend,PC,Fighting,"H2 Interactive Co., Ltd.",Arc System Works,,,,,,,2016-03-02,2016.0
Granblue Fantasy Versus,PS4,Fighting,Xseed Games,Arc System Works,,,,,,,2020-02-18,2020.0
Dead or Alive 5 Ultimate,All,Fighting,Tecmo Koei,Team Ninja,,,,,,,2013-09-03,2013.0
Guilty Gear Xrd: Sign,PC,Fighting,Arc System Works,Arc System Works,,,,,,,2015-12-09,2015.0
One Piece: Burning Blood,PC,Fighting,Namco Bandai Games,Spike Chunsoft,,,,,,,2016-07-01,2016.0
Ultimate Marvel vs. Capcom 3,PC,Fighting,Capcom,Capcom,,,,,,,2017-03-07,2017.0
Guilty Gear Xrd -Revelator-,PC,Fighting,Arc System Works,Arc System Works,,,,,,,2016-12-14,2016.0
Injustice 2,PC,Fighting,Warner Bros. Interactive Entertainment,NetherRealm Studios,,,,,,,2017-12-01,2017.0
Senran Kagura Shinovi Versus,PC,Fighting,Xseed Games,Tamsoft,,,,,,,2016-07-01,2016.0
Office Battle,PC,Fighting,Black Lime Studio,Black Lime Studio,,,,,,,2015-12-02,2015.0
BlazBlue: Continuum Shift EXTEND,PC,Fighting,"H2 Interactive Co., Ltd.",Arc System Works,,,,,,,2014-12-11,2014.0
The King of Fighters 2002: Unlimited Match,PC,Fighting,SNK,SNK Corporation,,,,,,,2015-02-27,2015.0
Arcana Heart 3,All,Fighting,Aksys Games,Team Arcana,,,,,,,2011-04-19,2011.0
Brawlout,NS,Fighting,Merge Games,Angry Mob Games,6.2,,,,,,2018-06-26,2018.0
3 Count Bout,VC,Fighting,D4 Enterprise,SNK Corporation,,,,,,,2011-05-17,2011.0
3D Classics: Urban Champion,3DS,Fighting,Nintendo,Nintendo,2.5,,,,,,2011-08-18,2011.0
Acceleration of Suguri X Edition,PSN,Fighting,Sony Online Entertainment,Orange_Juice,,,,,,,2011-02-15,2011.0
Aggressors of Dark Kombat,VC,Fighting,ADK,ADK Corporation,,,,,,,2011-05-10,2011.0
Animal Boxing,DSi,Fighting,Destineer,Akaoni Studio,,,,,,,2011-01-17,2011.0
Arcade Hits: Outlaws of the Lost Dynasty,PSN,Fighting,Sony Computer Entertainment,Data East,,,,,,,2010-10-05,2010.0
Arcana Heart 3,PSN,Fighting,Aksys Games,Examu Inc.,,,,,,,2011-04-19,2011.0
Art of Fighting,PSN,Fighting,SNK Playmore,SNK Corporation,,,,,,,2010-12-21,2010.0
Art of Fighting (PSP),PSN,Fighting,SNK Playmore,SNK Corporation,,,,,,,2011-01-18,2011.0
Art of Fighting: Ryuuko no Ken Gaiden,VC,Fighting,D4 Enterprise,SNK Corporation,,,,,,,2011-08-23,2011.0
Asuka 120% Excellent: Burning Fest. Excellent,PSN,Fighting,Sony Computer Entertainment,Family Soft,,,,,,,2011-02-09,2011.0
Asuka 120% Final: Burning Fest. Final,PSN,Fighting,Family Soft,Family Soft,,,,,,,2011-04-13,2011.0
Asuka 120% Special: Burning Fest. Special,PSN,Fighting,Family Soft,Family Soft,,,,,,,2010-12-08,2010.0
Avatar Bowman 2,XBL,Fighting,Microsoft,Super Boise 2,,,,,,,2010-09-06,2010.0
Avatar Fighter,XBL,Fighting,Microsoft,Mr Brian,,,,,,,2011-03-20,2011.0
Avatar Fighter Online,XBL,Fighting,Microsoft,Bwoot Games,,,,,,,2011-09-21,2011.0
BlayzBloo: Super Melee Brawlers Battle Royale,DSiW,Fighting,Aksys Games,Arc System Works,,,,,,,2010-08-02,2010.0
BlazBlue: Calamity Trigger Portable,PSN,Fighting,Aksys Games,Arc System Works,7.9,,,,,,2010-04-01,2010.0
